#gene	Normal1	Normal2	Normal3	Normal4	Normal5	Normal6	Normal7	Normal8	Normal9	Normal10	Normal11	Normal12	Normal13	Ma1	Ma2	Ma3	Ma4	Ma5	Ma6	Ma7	Ma8	Ma9	Ma10	Ma11	Ma12	Ma13	Ma14	Ma15	Ma16	Ma17	Ma18	Ma19	Ma20	Ma21	Ma22
AGTRAP(ENSG00000177674.15)(protein_coding)	32.12	48.23	37.1	24.43	51	35.57	33.72	50.38	27.54	24.44	46.84	35.31	50.54	84.75	16.66	29.23	18.09	64.31	8.44	21.62	17.84	15.26	33.63	12.09	29.79	17.06	6.76	17.55	25.51	66.51	106.03	27.4	5.41	19.65	12.29
DSG2(ENSG00000046604.12)(protein_coding)	28.55	26.28	20.72	13.57	44.3	16.99	38.26	16.03	51.88	42.08	32.54	43.6	21.33	26.7	0.12	14.95	15.3	11.64	18.48	16.54	1.77	23.61	11.53	13.74	0.08	11.12	1.21	4.42	7.94	85.7	49.02	21.23	4.55	21.12	3.44
RGCC(ENSG00000102760.12)(protein_coding)	26.95	62.57	15.3	63.35	19.41	6.9	15.48	20.19	85.76	40.94	18.45	21.71	43.75	8.07	8.09	13.64	14.91	50.54	10.06	35.12	19.36	19.75	3.03	27.54	15.02	5.7	54.39	14.09	18.66	25.27	6.18	5.62	7.43	7.47	5.69
SMIM15(ENSG00000188725.7)(protein_coding)	43.63	41.4	36.56	28.21	24.29	41.34	44.42	29.13	39.87	37.93	25.73	42.44	16.22	59.61	45.82	46.95	54.82	7.22	33.64	38.33	20.15	28.87	31.07	42.16	50.7	48.12	48.6	37.6	34.98	39.25	57.67	60.98	52.92	51.99	61.7
MRC2(ENSG00000011028.13)(protein_coding)	82.84	40.04	88.34	57.8	33.26	68.58	36.75	100.28	39.73	42.69	38.34	71.22	38.38	88.4	66.19	89.27	27.43	92.64	36.85	109.76	45.25	99.33	136.68	116.54	155.89	137.21	28.71	159.48	63.51	14.93	26.14	78.14	81.98	83.99	157.66
FAM213A(ENSG00000122378.13)(protein_coding)	43.17	45.76	36.99	158.68	24.46	27.32	48.17	39.42	27.08	23.98	25.1	25.74	23.82	56.68	11.27	27.25	7.27	33.44	5.7	12.74	9.54	3.94	11.78	19.74	6.12	23.73	11.42	30.11	22.3	40.17	7.4	17.27	26.26	27.5	17.07
P2RY2(ENSG00000175591.11)(protein_coding)	4.27	2.56	1.29	1.89	1.62	4.12	4.06	1.61	1.6	2.3	2.45	3.18	2.97	0.38	0.08	3.5	0.24	3.24	0.16	0.53	0.12	0.12	0.62	0.09	0.44	0.86	0.17	0.33	0.93	11.43	0.74	3.91	0.35	4.97	0.1
KIAA2018(ENSG00000176542.9)(protein_coding)	2.4	1.14	3.38	2.05	5.24	1.66	6.12	7.48	3.84	3.01	5.46	3.93	2.17	2.54	4.36	2.63	2.87	3.16	2.44	2.74	2.87	1.88	0.59	2.88	2.57	1.94	2.79	2.87	3.07	2.79	2.08	3.17	2.91	2.63	2.83
CNDP2(ENSG00000133313.14)(protein_coding)	115.81	104.42	125.51	99.39	95.45	125.46	144.97	98.68	104.09	109.57	89.53	91.89	83.44	95.99	53	86.52	125.44	116.83	44.21	76.67	103.47	38.15	77.63	123.74	89.38	119.42	94.56	71.8	79.61	133.06	117.04	81.11	117.22	202.49	49
IGSF21(ENSG00000117154.11)(protein_coding)	2.02	3.22	3.76	3.67	2.34	3.82	1.73	4.93	1.32	1.02	4.23	0.63	3.45	1.06	4.14	1.55	9.84	4.6	5.6	1.36	3.41	5.37	1.72	6.93	2.32	2.37	1.05	2.11	1.41	0.65	1.03	0.68	4.46	2.03	0
ICE2(ENSG00000128915.11)(protein_coding)	17.05	9.79	8.69	16.49	22.4	11.75	21.99	6.16	23.99	17.58	18.9	21.14	19.23	11.01	18.75	23.04	17.09	18.35	25.63	11.98	12.09	10.35	5.73	4.93	8.03	10.29	11.86	12.95	10.57	12.31	12.97	24.01	15.31	14.51	14.27
AMD1(ENSG00000123505.14)(protein_coding)	23.83	12.35	23.99	17.46	19.99	23.8	67.89	18.09	28.52	33.82	21.57	32.8	14.82	28.23	37.59	20.34	53.84	18.7	40.36	16.16	28.15	23.46	11.15	25.05	30.26	23.11	32.12	22.62	22.62	30.84	41.51	46.33	23.6	26.17	32.91
ZFAND2B(ENSG00000158552.12)(protein_coding)	35.03	49.14	31.48	38.05	41.07	25.35	23.73	31.89	27.3	31.94	33.05	21.02	37.95	12.86	10.44	25.98	13.69	47.23	8.52	22.01	19.08	20.9	30.7	17.15	11.97	19.04	9.73	25.99	15.32	18.54	21.73	16.41	9.18	23.99	11.84
RP11-499P20.2(ENSG00000240291.1)(antisense)	2.04	2.06	1.4	0.74	3.54	1.69	2.65	0.81	2.95	1.45	3.69	2.12	2.15	1.08	2.69	1.03	0.49	9.8	1.12	0.9	0.53	0.46	1.61	0.52	1.39	0.4	0.27	3.02	2.34	1	0.43	1.67	1.03	0.68	0.12
SCNM1(ENSG00000163156.11)(protein_coding)	28.9	37.56	32.61	31.88	35.31	36.36	19.79	38.16	28.95	29.25	38.65	21.54	47.74	99.35	67.92	47.34	65.47	75.91	67.99	35.39	69.37	38.1	123.63	44.82	25.59	46.3	43.35	38.88	69.34	25.45	36.15	16.45	48.91	43.84	55.01
MICU3(ENSG00000155970.11)(protein_coding)	2.73	1.09	1.69	1.38	1.98	0.84	3.03	1.31	3.75	3.14	2.37	3.15	0.69	0.21	3.97	2.92	2.26	0.7	2.71	4.33	5.9	0.9	0.49	0.11	1.31	2.71	5.6	6.15	2.32	0.65	0.05	2.96	5.81	2.42	2.31
FAM3D(ENSG00000198643.6)(protein_coding)	6.18	85.08	15.75	6.27	21.68	2.95	3.1	5.04	23.76	25.07	12.18	14.05	50.63	0.49	0.07	0.18	0.05	85.57	0.05	0.7	0.14	0.11	0	0.12	0.14	1	0.12	1.28	0.08	0.62	0.04	1.1	0.87	1.17	0.1
RP11-505E24.2(ENSG00000259755.1)(antisense)	0	0	0.54	0	0.03	0	0	0	0.07	0.08	0	0	0	4.21	0.51	0.31	0.5	1.09	0.42	0	0.44	0.26	0	0	0.87	0.52	0.13	1.34	0.19	0.31	2.52	0.97	0.93	0.22	1.37
SUFU(ENSG00000107882.11)(protein_coding)	8.16	10.41	10.43	6.62	8.85	10.86	8.12	7.4	9.49	9.03	7.04	9.57	5.78	15.82	15.08	13.39	3.52	10.35	5.08	7.02	6.54	4.69	7.45	5.99	7.75	11.15	6.15	21.41	8.05	4.86	7.24	13.18	9.91	6.46	20.24
USP11(ENSG00000102226.9)(protein_coding)	34.86	36.59	30.23	38.35	37.63	48.88	34.36	37.98	32.24	43.42	38.76	29.11	56.04	128.52	49.23	37.06	27.73	52.6	88	29.05	24.86	26.64	45.87	26.56	49.57	41.71	30.93	74.72	117.88	12.05	28.13	32.5	48.51	25.45	82.52
RP11-33O4.1(ENSG00000272644.1)(lincRNA)	0.17	0.34	1.26	1.93	3.04	0	0.42	0	2.6	0.73	3.19	0.92	0	0.7	1.68	0.92	0.48	0	1.24	0.81	1.6	0.96	3.89	0.67	0.73	0.62	1.01	2.58	0.87	2	1.92	2.24	0.9	1.3	0.22
PFKFB4(ENSG00000114268.11)(protein_coding)	2.94	3.82	4.35	2.02	3.14	4.01	4.31	2.86	2.05	2.07	3.25	2.8	2.08	7.28	0.75	2.92	3.77	10.14	3.02	3.05	5.57	8.4	18.94	3.58	6.81	7.62	0.85	13.47	20.85	31.76	5.5	3.2	3.34	2	2.59
ATP8B1(ENSG00000081923.10)(protein_coding)	9.26	10.45	8.57	4.58	14.33	8.93	18.44	5.36	12.12	9.67	9.42	15.21	6.08	1.92	2.87	10.11	4.54	3.59	2.27	2.56	4.44	0.86	1.24	3.38	3.87	7.37	3.27	2.39	1.12	21.15	1	8.89	4.76	13.99	0.7
RFX3-AS1(ENSG00000232104.3)(lincRNA)	0.94	0.65	0.51	0.24	1.77	1.17	2.19	1.46	1.48	2.42	3.83	1.39	3.39	0.74	0.62	0.46	1.13	0.03	2.16	0.77	1	0.19	1.31	0.28	0.39	1.04	0.39	0.37	0.15	0.81	0.7	1.44	1.14	0.64	0.72
PPP3CB-AS1(ENSG00000221817.9)(processed_transcript)	5.05	3.24	3.52	6.38	9.55	2.76	5.64	8.35	6.32	7.64	6.1	6.69	5.04	2.49	0.85	3.35	3.07	1.36	1.56	3.09	3.85	1.46	0.11	2.04	2.46	3.31	1.3	3.38	1.12	3.71	4.65	3.7	2.95	2.08	0.58
PABPC4(ENSG00000090621.13)(protein_coding)	61.44	73.93	83.81	76.62	82.41	67.32	59.8	58.01	77.61	97.93	61.42	47.47	78.87	122.97	113.61	43.39	154.74	74.64	170.42	70.64	144.76	93.82	148.82	61.33	66.66	59.89	81.18	88.38	128.09	88.73	74.17	65.37	66.56	71.98	114.9
POC5(ENSG00000152359.14)(protein_coding)	7.73	6.77	5.58	4.31	9.46	3.99	9.23	6.41	11.79	9.17	9.21	9.28	6.33	8.95	11.33	9.04	9.01	7.33	12.23	6.75	5.59	4.42	6.45	5.57	7.35	4.01	9.7	6.1	9.8	3.75	18.89	8.71	6.68	8.29	8.03
MTFMT(ENSG00000103707.9)(protein_coding)	6.44	6.28	10.1	10.31	4.97	7.26	6.43	10.59	5.67	6.75	3.76	6.26	3.29	17.61	7.51	6.84	5.02	3.74	8.1	8.8	4.09	4.11	6.82	4.23	3.97	4.75	3.94	8.25	5.71	4.86	10.87	8.57	5.68	4.91	11.5
TROAP(ENSG00000135451.12)(protein_coding)	0.61	1.44	4.36	1.07	1.24	7.46	2.03	1.33	2.1	2.4	1.16	1.12	8.15	53.41	19.86	0.41	19.63	13	7.17	30.9	10.31	12.67	84.83	10.03	11.65	7.73	0.09	13.19	66.96	4.65	26.56	8.46	1.69	0.79	33.82
SASS6(ENSG00000156876.9)(protein_coding)	1.98	1.15	0.68	0.85	1.93	0.98	2.73	1.33	3.35	3.11	2.14	2.63	1.66	2.41	4.7	2.68	3.78	0.74	6.58	3.7	1.65	1.12	0.88	3.05	3.58	1.65	2.26	2.04	5.15	2.3	3.19	2.76	3.18	1.92	4.8
CD59(ENSG00000085063.14)(protein_coding)	531.28	512.87	459.87	416.68	447.29	283.77	340.94	342.31	507.91	443.84	343.91	444.46	319.4	82.89	95.19	400.37	225.25	193.22	75.66	202.47	526.73	234.82	64.65	258.68	192.83	270.38	184.32	145.82	216.39	870.02	764	273.07	205.58	521.64	96.16
SLC46A3(ENSG00000139508.14)(protein_coding)	10.56	8.55	5.95	10.5	10.25	4.67	4.86	7.76	5.58	7.32	7.07	8.69	5.09	2.34	1.95	5.02	7.05	2.3	3.34	5.03	9.43	2.27	0.24	4.21	6.63	5.34	5.54	2.64	3.7	6.88	4.06	6.59	8.49	7.54	1.82
PABPC1(ENSG00000070756.13)(protein_coding)	647.71	711.4	629.66	469.57	608.65	515.75	381.45	411.39	878.83	697.22	568.37	444.54	484.92	415.58	547.12	517.65	1071.31	591.14	552.45	596.96	953.16	1013.98	1706.6	919.96	483.3	581.13	533.08	394.99	1229.49	1018.04	525.42	888.83	528.77	631.6	1130.99
FPGT(ENSG00000254685.6)(protein_coding)	7.59	6.34	11.44	6.85	7.2	5.33	12.55	2.44	10.39	10.45	5.19	12.11	6.07	3.25	3.97	11.91	12.11	1.45	10.07	10.15	6.97	4.55	4.41	12.43	6.81	11.17	11.1	2	4.73	9.13	9.06	10.11	10.16	19.63	4.03
MRPL16(ENSG00000166902.4)(protein_coding)	35.19	44.95	38.36	45.87	37.36	36.38	35.52	37.79	35.31	33.24	36.14	27.84	46.91	66.68	79.9	34.01	33.68	55.96	34.45	26.14	33.39	24.47	31.36	16	27.96	28.96	21.03	34.85	52.42	24.32	65.46	29.95	20.17	32.72	27.71
HES6(ENSG00000144485.10)(protein_coding)	0.97	2.44	1.15	1.38	1.34	2.61	1.11	2.53	0.94	0.79	1.58	0.47	2.43	6.9	3.51	1.11	0.18	3.18	0	0.75	0.02	0.84	16.31	0.26	1.58	0.64	0.08	5.03	9.2	0.87	1.66	0.93	0.25	0.44	1.27
DHPS(ENSG00000095059.15)(protein_coding)	59.52	84.99	45.98	51.35	83.38	66.9	55.17	41.33	60.95	66.4	82.82	42.31	96.89	107.74	50.85	56.97	23.03	79.93	22.02	44.09	38.35	38.12	48.99	23.66	27.36	29.72	22.22	54.97	83.25	34.85	66.52	30.78	20.46	34.56	41.82
SLC38A9(ENSG00000177058.11)(protein_coding)	8.09	9.51	7.62	11.49	7.51	4.85	9.64	25.7	9.12	6.85	9.54	9.77	2.57	23.69	15.17	11.44	17.05	5.55	21.1	9.49	6.1	3.89	5.99	10.4	8.93	6.5	8.78	8.48	8.12	6.62	12.69	9.84	10.18	10.58	9.24
C19orf52(ENSG00000142444.6)(protein_coding)	7.48	10.41	7.94	6.3	8.14	7.56	5.9	8.83	6.11	7.46	8.06	6.61	6.66	15.33	7.4	5.68	1.59	4.51	2.84	5.52	2.22	4.51	10.87	2.28	4.61	3.3	2.22	7.4	6.05	6.14	7.32	4.88	2.54	3.48	3.88
SLC25A23(ENSG00000125648.14)(protein_coding)	18.68	20.51	12.89	20.99	23.62	13.83	11.4	14.45	18.17	15.52	20.52	15.77	22.76	1.26	6.35	16.14	5.19	21.47	12.31	5.99	11.41	10.64	23.5	7.63	0.65	12.94	2.5	6.94	16.4	17.59	2.27	14.11	3.39	14.83	5.22
C16orf89(ENSG00000153446.15)(protein_coding)	24.63	32.97	19.1	47.09	10.31	14.42	30.52	79.7	21.4	20.66	23.31	35.45	41.17	0	0.04	3.77	0.01	22.84	7.65	2.25	1.18	0.24	6.56	0.88	82.75	3.81	0.7	5.24	0.66	0.85	0	9.65	1.69	29.44	0.1
AC046143.3(ENSG00000229334.1)(antisense)	0.36	0.27	0.77	0.3	0.17	1.55	1.07	1.47	0.32	0.76	0.15	0.73	0	2.98	6.76	0.67	0.87	0.27	1.85	0.4	2.92	0.6	0	1.4	2.79	1.85	1.77	1.12	2.7	0.66	3.48	1.64	0.62	0.77	4.12
C6orf226(ENSG00000221821.3)(protein_coding)	16.28	31.84	15.77	30.01	18.04	19.26	12.31	22.47	10.32	7.24	16.76	12.06	23.09	21.99	11.43	11.93	2.67	26.85	8.43	14.34	3.48	3.86	4.85	4.41	11.04	6.86	1.51	16.77	19.58	11.5	18.56	7.12	0.71	8.14	7.85
KANSL2(ENSG00000139620.12)(protein_coding)	20.98	25.2	23.62	17.94	24.72	24.4	23.31	19.61	25.91	27.27	22.42	22.91	18.78	48.99	28.47	20.62	18.71	17.19	13.21	14.65	17.28	20.01	21.49	10.57	21	13.75	22.85	25.67	25.89	12.07	23.65	18.87	14.78	15.19	19.24
MAGOH(ENSG00000162385.10)(protein_coding)	36.14	75.69	65.83	67.94	48.89	51.9	49.33	47.17	39.91	37.61	48.34	41.92	85.24	174.33	129.75	35.52	60.1	87.25	64.84	74.38	28.6	17.31	106.87	30.6	43.03	29.84	40.45	48.57	118.47	27.12	56.58	26.77	36.87	34.61	67.99
RAB28(ENSG00000157869.14)(protein_coding)	12.63	14.09	14.62	15.54	10.51	8.7	12.71	12.94	13.19	13.63	11.16	14.24	8.71	24.09	27.2	26.04	10.92	5.69	8.4	16.99	9.11	8.04	7.09	11.44	7.04	10.13	7.82	11.86	16.09	12.33	13.56	15.24	12.22	11.16	15.83
TSPO(ENSG00000100300.17)(protein_coding)	142	319.63	207.83	368.4	117.82	168.12	62.67	256.16	92.7	81.52	131.9	64.34	299.56	52.59	16.46	67.84	10.61	292.55	2.1	139.33	23.21	136.49	167.12	34.56	56.21	21.82	10.92	79.94	49.1	255.36	338.23	77.91	2.94	19.82	19.95
ABCD4(ENSG00000119688.20)(protein_coding)	40.68	49.68	37.93	46.07	46.4	46.16	32.14	42.5	41.2	52.83	46.37	34.03	52.2	56.87	15.57	26.48	21.44	58.86	17.29	27.91	28.16	20.66	28.53	12.73	32.66	25.36	16.5	45.53	48.31	13.44	19.79	25.59	20.03	24.84	28.46
KIAA1324L(ENSG00000164659.14)(protein_coding)	9.3	3.04	9.17	10.66	5.57	5.19	6.81	7.27	6.61	5.8	9.94	8.35	5.74	0.87	1.68	5.58	0.9	5.82	7.9	11.75	1.84	2.44	2.84	0.48	0.76	4.6	2.49	2.03	8.6	3.2	1.4	13.71	7.42	9.12	2.01
ZBTB40(ENSG00000184677.16)(protein_coding)	6.88	7.08	5.6	4.59	9.54	8.06	11.1	5.3	7.97	11.16	9.38	8.32	7.39	14.68	9.48	8.25	4.26	8.8	9.01	5.3	2.84	3.2	7.84	4.77	6.58	4.61	6.59	9.12	8.78	2.55	4.97	6.28	7.41	5.53	11.5
AC034220.3(ENSG00000233006.6)(processed_transcript)	2.43	5.49	6.14	4.51	11.55	4.64	11.23	2.07	8.13	4.48	8.14	7.29	6.47	2.4	0.45	3.2	0.31	2.91	2.31	1.07	0.26	0.13	3.96	0.2	0.18	0.58	0.17	2.89	1.32	2.12	0.4	2.39	1.13	1.15	0.51
SVIL(ENSG00000197321.14)(protein_coding)	25.32	20.6	28.33	24.88	19.71	25.19	23.04	46.93	33.46	36.94	22.68	46.32	22.42	7.42	22.06	28.46	5.51	18.86	17.21	13.23	27.97	7.18	16.15	22.14	11.81	52.23	45.71	28.93	54.82	44.53	5.12	78.47	28.45	23.92	12.97
UCKL1(ENSG00000198276.13)(protein_coding)	23.89	27.37	20.23	23.04	41.51	30.7	22.13	27.68	26.02	26.7	40.56	17.1	57.55	24.7	15.15	24.66	10.67	31.42	20.4	17.66	14.69	33.95	31.47	9.07	20.49	13.53	9.09	32.72	45.27	11.66	29.11	19.68	6.35	11.19	25.3
ZXDC(ENSG00000070476.14)(protein_coding)	8.14	9.66	9.61	8.31	12.19	7.43	12.67	5.74	11.4	12.6	14.1	10.87	11.3	17.75	8.99	8.78	4.96	12.95	8.2	6.3	4.62	6.7	8.67	8.11	9.46	6.26	4.85	8.78	9.85	5.4	6.48	7.96	5.56	4.62	6.38
VHL(ENSG00000134086.7)(protein_coding)	19.22	15.86	10.94	9.77	18.1	15.01	26.49	7.63	25.47	23.07	16.23	24.41	8.79	14.21	16.35	17.7	9.42	10.08	25.68	17.34	7.15	7.42	8.97	7.13	21.19	12.29	8	16.02	26.65	14.27	19.76	18.09	17.98	11.28	14.53
RBM45(ENSG00000155636.14)(protein_coding)	7.37	4.61	6.16	5.44	6.52	7.48	9.15	5.19	8.84	9.54	7.55	8.49	4.88	6.01	5.81	7.5	4.82	5.1	10.33	6.64	6.68	4.7	5.11	6.88	6.13	4.71	4.31	6.22	5.75	4.92	9.78	9.84	5.37	6.24	6.02
FHDC1(ENSG00000137460.8)(protein_coding)	2.07	0.74	1.76	0.74	1.43	2.53	3.71	1.21	4.84	1.54	1.75	3.58	2.58	0.36	0.6	1.43	0.87	3.19	0.34	0.77	0.73	0.97	1.03	1.36	0.9	1.51	1.15	2.31	0.62	3.1	0.67	3.78	0.97	2.12	0.39
CTB-113P19.5(ENSG00000272112.1)(lincRNA)	1.68	0.58	1.03	0	2.79	0.39	1.05	0	1	1.79	4.62	1.63	8.31	0.7	0.14	0.6	0.11	1.91	0	0.68	0.79	1.1	0	0.05	0.09	0	0.56	0.73	0.19	0.16	0.36	0.18	0.26	0.66	0
RP11-463D19.2(ENSG00000258677.2)(protein_coding)	7.5	1.54	4.2	4.69	2.1	4.88	4.21	2.33	4.19	3.64	0.18	5.78	3.82	5.3	1.81	8.18	3.58	1.18	1.71	3.63	0.08	2.96	9.63	7.92	5.58	4.82	3.34	3.19	9.09	2.78	6.02	7.49	6.54	6.59	7.97
RUNX1T1(ENSG00000079102.16)(protein_coding)	8.78	3.58	4.66	4.09	4.62	6.69	7.23	7.99	8.85	12.31	3.65	11.8	1.96	24.15	11.11	10.15	1.33	4.16	23.63	10.83	3.35	0.74	32.27	16.7	5.75	12.13	21.79	15.28	7.79	0	0.37	13.31	22.54	5.32	17.53
NFIX(ENSG00000008441.16)(protein_coding)	83.18	83.42	74.64	46.73	78.06	67.73	71.56	67.33	130.6	106.08	83.47	95.08	77.43	50.75	37.19	89.85	20.88	49.98	43.41	47.59	44.5	58.03	204.15	96.39	38.68	52.62	87.63	41	10.64	29.25	22.49	47.69	65.02	63.86	58.89
CLEC12A(ENSG00000172322.13)(protein_coding)	2.62	0.88	2.88	3.57	0.78	1.14	1.27	0.7	0.2	2.91	2.51	1.74	0	0.31	1.61	0.74	6.4	0.74	2.89	9.76	3.18	0.7	0	5.08	7.69	0.12	0.21	0.53	2.47	0.22	5.15	1.91	2.57	2.15	1.15
RUNX3(ENSG00000020633.18)(protein_coding)	4.35	20.23	10.94	4.3	13.03	8.66	3.42	4.26	3.37	8.69	6.04	5.03	9.44	16.93	1.16	5.27	3.46	8.11	2.11	10.99	1.28	9.79	35.07	15.37	4.46	3.1	7.23	1.77	10.06	7.48	8.53	5.13	5.75	6.82	1.38
CCDC94(ENSG00000105248.15)(protein_coding)	19.69	32.94	21.95	22.07	24.81	18.23	16.25	20.33	20.67	23.4	24.31	14.91	29.05	40.22	9.94	16.42	10.23	35.01	10.62	13.14	19.48	12.05	17.99	10.36	7.35	13.22	12.7	13.93	19.81	12.73	16.69	8.09	8.65	17.91	10.91
ARL17A(ENSG00000185829.15)(protein_coding)	1.92	3.98	3.13	3.22	4.17	3.22	3.92	5.46	4.66	6.97	10.36	9.21	3.11	18.58	1.42	4.77	6.68	4.89	3.04	1.63	3.34	3.05	2.06	2.45	6.16	1.8	5.17	4.39	4.68	4.6	4.41	11.03	4.73	3.56	2.92
SLC25A28(ENSG00000155287.10)(protein_coding)	35.28	43.9	29.44	32.41	65.72	25.84	30.53	35.67	35.85	45.75	63.09	27.7	66.15	39.72	32.12	26.14	28.07	75.54	17	21.34	38.33	18.76	33.71	18.69	11.13	15.69	23.65	27.62	17.29	8.17	17.85	10.24	27.81	16.64	19.86
HIST2H4A(ENSG00000270882.2)(protein_coding)	26.26	23.64	22.41	21.32	27.79	12.81	10.63	16.4	25.12	26.04	19.63	24.85	19.68	15.43	8.65	20.2	8.01	17.29	1.21	8.81	4.74	4.42	27.62	5.18	17.03	9.24	2.97	10.28	39.35	10.73	27.88	7.59	4.24	11.25	14.09
SLC44A3(ENSG00000143036.16)(protein_coding)	6.25	7.2	4.3	3.39	7.65	4.49	7.7	3.05	5.14	6.86	6.17	6.51	4.27	0.63	0.19	4.3	9.89	3.53	2.19	3	2.44	1.88	6.17	5.27	0.55	2.65	2.37	1.4	1.51	14.91	0.53	3.93	3.6	6.77	0.14
BCL9(ENSG00000116128.9)(protein_coding)	6.19	6.33	6.49	3.42	7.2	9.47	9.54	7.1	8.01	7.78	8.59	8.16	4.06	15.94	11.78	13.07	2.89	8.67	29.41	6.63	2.9	3.26	42.91	5.82	10.63	14.09	6.64	9.05	13.07	5.25	5.83	10.98	10.6	11.17	22.72
DCP1A(ENSG00000272886.5)(protein_coding)	6.2	5.69	7.17	8.01	6.21	5.6	9.97	6.09	8.42	10.32	7.69	9.44	5.94	8.13	7.58	8.8	6.07	3.63	8.72	4.87	3.74	3.67	5.26	4.52	10.31	8.22	7.83	7.45	10.81	5.65	5.39	9.38	5.71	5.44	9.29
NETO2(ENSG00000171208.9)(protein_coding)	5.96	3.88	7.92	3.09	8.28	13.84	22.21	4.18	8.17	5.16	4.54	9.98	19.73	19.91	14.75	10.65	30.41	10.84	43.97	9.86	24	8.66	34.15	23.28	23.22	8.51	3.98	10.82	13.06	16.78	58.25	20.96	21.3	22.51	75.66
RBM39(ENSG00000131051.20)(protein_coding)	206.15	223.89	209.51	163.37	366.69	230.72	238.27	215.32	304.4	308.74	292.15	242.33	283.2	240.9	335.11	221.29	202.91	205.96	201.42	151.44	170.17	119.7	135.08	127.98	137.54	124.58	204.84	236.15	337.97	104.9	144.19	215.04	203.7	184.87	213.86
GAB2(ENSG00000033327.12)(protein_coding)	9.42	11.56	8.14	9.08	11.75	9.26	7.43	9.01	7.58	10.12	6.94	9.82	5.29	13.82	13.76	9.44	4.29	6.58	12.08	4.7	4.37	2.88	4.52	4.05	15.48	18.16	22.19	13.71	7.74	2.35	2.88	11.83	10.44	7.43	13.86
PSENEN(ENSG00000205155.7)(protein_coding)	56.06	54.34	46.6	47.62	46.22	53.34	41.69	50.35	30.91	36.97	47.28	37.41	60.8	50.12	40.42	35.79	18.79	74.91	20.46	39.15	23.98	15.45	40.64	21.39	18.18	22.99	11.94	27.96	107.52	46.91	66.93	24.13	13.77	30.78	26.94
CTD-2649C14.2(ENSG00000274460.1)(processed_transcript)	1.56	1.39	0.88	0	3.07	0.72	1.02	0.67	0.92	1.73	1.85	0.96	0.93	0.79	1	0.93	0.74	0.55	0.72	0.54	0.87	0.17	0.74	0.11	0.28	0.2	0.77	0.96	0.79	0.29	0.35	0.21	0.41	0.4	0.08
SMPD3(ENSG00000103056.11)(protein_coding)	0.69	1.69	0.51	0.66	2.86	1.26	1.45	0.55	0.87	0.86	3.86	1.43	0.69	0.49	0.08	0.91	0.18	1.74	1.04	1.04	0.23	0.31	1.43	5	1.13	1.25	0.13	0.57	0.35	0.25	0.54	0.9	0.73	1.25	0.3
RAMP1(ENSG00000132329.10)(protein_coding)	3.8	7.98	10.16	7.86	3.47	11.09	8.41	23.23	4.29	5.56	8.33	12.49	29.28	4.53	0.65	5.68	0.11	17.64	0.08	2.55	1.06	1.27	50.5	2.59	11.62	4.55	17.73	2.23	3.51	1.87	5.24	2.28	0.45	10.97	6.99
DBF4B(ENSG00000161692.17)(protein_coding)	4.63	4.9	4.16	3.49	6.95	3.76	6	4.14	7.1	6.71	6.4	4.74	10.88	21.61	4.12	5.65	7.26	8.8	8.7	3.42	3.71	3.1	3.71	3.09	6.52	3.93	1.59	6.35	15.39	2.49	7.52	4.88	3.24	3.06	4.79
SPTBN1(ENSG00000115306.15)(protein_coding)	100.93	57.73	70.85	110.63	63	58.23	87.14	77.24	92.36	102.83	79.7	99.58	46.97	24.7	55.86	55.12	29.68	42.08	194.24	39.79	42.61	23.4	67.12	35.63	42.53	32.25	108.73	72.31	32.4	34.09	40.23	38.13	56.49	43.52	101.81
PBK(ENSG00000168078.9)(protein_coding)	0.54	0	3.72	0.32	0.08	4.25	1.55	2.04	0.88	0.81	0.01	0.71	1.75	0.53	7.37	1.16	23.9	3.63	7.04	15.69	13.19	4.46	6.65	11.29	6.11	6.91	0.54	4.86	9.28	9.04	47.91	10.38	4.47	1.64	17.46
KNSTRN(ENSG00000128944.13)(protein_coding)	5.92	6.99	9.89	9.69	6.73	8.99	6.67	6.08	6.04	8.7	5.79	5.06	7.79	48.42	24.19	8	35.25	13.22	40.34	15.42	24.41	14.77	19.17	6.83	9.51	11.44	3.73	16.82	50.78	14.58	31.49	19.51	8.86	6.57	49.03
TRMT2B(ENSG00000188917.14)(protein_coding)	6	5.62	4.87	4.83	8.16	4.51	5.51	4.47	6.13	5.54	5.72	6.4	3.56	3.1	0.85	4.07	5.38	6.68	6.72	5.9	2.1	1.33	2.36	2.39	2.77	2.11	2.66	2.32	2.82	3.2	5.88	2.55	3.69	3.69	1.28
IFITM2(ENSG00000185201.16)(protein_coding)	410.68	275.07	553.82	828.77	289.35	375.6	197.63	910.6	169.58	280.74	317.62	211	266.31	94.08	137.14	164.15	102.69	260.55	137.47	495.85	401.24	125.08	74.21	333.69	231.36	223.67	526.67	132.75	788.42	536.24	681.83	137.93	156.36	421.06	54.1
NFATC1(ENSG00000131196.17)(protein_coding)	7.01	6.73	6.48	6.27	5.47	5.86	3.05	5.9	6.62	5.2	8.47	6	4.47	7.69	8.68	8.35	7.25	5.67	2.46	7.68	3.43	12.52	11.1	10.42	7.09	6.7	3.87	8.49	5.58	5.86	2.33	4.68	6.52	4.38	5.98
